red,green,blue,label
78,42,80,pink
83,83,55,yellow
114,85,114,pink
33,69,44,green
227,207,210,red
186,192,104,yellow
166,42,244,purple
240,204,25,yellow
43,58,80,blue
235,168,176,red
242,228,234,pink
91,246,40,green
194,189,30,yellow
202,7,20,red
66,35,112,purple
252,3,98,pink
184,229,186,green
37,16,40,pink
34,25,22,orange
181,59,79,red
126,142,174,blue
152,70,246,purple
192,160,164,red
58,85,53,green
22,20,153,blue
70,72,5,yellow
197,164,244,purple
34,63,94,blue
99,196,90,green
33,31,18,yellow
219,231,240,blue
226,215,197,orange
63,53,121,blue
74,13,56,pink
160,248,205,green
35,49,52,blue
214,30,220,pink
38,11,86,purple
240,234,106,yellow
73,135,182,blue
208,57,79,red
246,204,187,orange
47,97,101,blue
82,53,130,purple
24,39,84,blue
188,57,1,orange
129,206,254,blue
160,14,19,red
56,94,117,blue
76,203,21,green
21,55,61,blue
71,225,153,green
74,2,9,red
62,51,71,purple
36,20,23,red
117,26,67,pink
245,92,196,pink
169,108,213,purple
149,102,14,orange
163,225,181,green
243,247,187,yellow
16,32,8,green
142,93,100,red
138,143,66,yellow
55,144,86,green
194,36,99,pink
119,80,14,orange
194,170,228,purple
233,213,165,orange
97,13,253,purple
121,83,103,pink
126,226,222,blue
240,138,151,red
25,16,17,red
67,50,15,orange
34,191,120,green
57,85,111,blue
77,58,45,orange
236,169,111,orange
231,13,28,red
241,187,194,red
6,39,20,green
203,203,77,yellow
254,207,170,orange
226,246,213,green
202,188,210,purple
253,135,143,red
141,137,78,yellow
105,91,22,yellow
15,146,179,blue
203,203,114,yellow
180,100,113,red
220,4,170,pink
198,6,108,pink
45,128,60,green
122,122,42,yellow
229,224,235,purple
139,70,113,pink
138,86,114,pink
178,248,104,green
166,118,254,purple
184,107,112,red
40,38,105,blue
124,39,48,red
84,57,43,orange
232,17,186,pink
81,64,109,purple
249,199,203,red
223,149,159,red
70,48,16,orange
237,210,74,yellow
222,94,222,pink
112,228,230,blue
104,199,41,green
85,12,14,red
174,198,181,green
180,19,30,red
250,208,179,orange
161,79,82,red
166,54,106,pink
101,50,6,orange
20,159,154,blue
138,86,124,pink
62,15,21,red
129,54,67,red
191,43,139,pink
125,54,108,pink
73,48,90,purple
131,120,47,yellow
220,143,155,red
243,236,221,orange
125,122,28,yellow
125,82,54,orange
129,95,108,pink
155,118,70,orange
255,225,210,orange
19,7,39,purple
184,216,162,green
17,109,3,green
132,35,149,pink
24,140,76,green
235,184,66,orange
149,78,202,purple
215,227,239,blue
38,132,21,green
213,220,246,blue
76,36,68,pink
168,93,124,pink
166,74,38,orange
167,251,204,green
51,42,0,yellow
109,119,64,green
219,212,232,purple
192,167,236,purple
96,44,99,pink
203,172,93,orange
19,9,114,blue
212,181,150,orange
100,17,28,red
246,203,206,red
206,75,221,pink
213,192,26,yellow
155,70,75,red
252,234,44,yellow
43,119,166,blue
246,76,192,pink
85,19,185,purple
30,62,67,blue
233,12,49,red
146,38,41,red
68,243,182,green
213,124,171,pink
152,200,166,green
57,39,83,purple
87,69,50,orange
69,23,24,red
60,150,175,blue
227,213,104,yellow
235,163,173,red
155,77,245,purple
230,231,188,yellow
241,178,142,orange
202,154,254,purple
95,86,68,orange
182,104,117,red
234,161,98,orange
69,101,62,green
221,224,238,blue
94,131,52,green
164,214,187,green
29,52,40,green
220,129,239,pink
204,170,233,purple
88,233,219,blue
165,149,24,yellow
51,204,135,green
80,32,37,red
57,25,26,red
39,15,57,purple
51,41,26,orange
248,211,155,orange
127,6,12,red
26,67,14,green
209,193,46,yellow
188,173,210,purple
224,169,215,pink
140,169,222,blue
205,106,141,pink
120,93,74,orange
137,154,55,green
218,181,114,orange
10,65,103,blue
222,140,212,pink
139,118,75,orange
150,99,49,orange
239,233,230,orange
179,211,18,green
222,191,181,orange
58,136,78,green
235,163,220,pink
63,117,125,blue
213,161,109,orange
120,84,98,pink
207,137,250,purple
115,92,132,purple
246,218,236,pink
26,35,60,blue
135,125,33,yellow
201,66,8,orange
56,103,178,blue
19,46,47,blue
245,173,175,red
73,223,125,green
120,95,145,purple
124,86,164,purple
94,79,120,purple
54,83,201,blue
21,41,91,blue
64,3,11,red
121,61,133,pink
252,253,191,yellow
145,145,13,yellow
156,107,235,purple
65,95,149,blue
154,129,101,orange
176,156,125,orange
233,195,200,red
221,202,220,pink
213,210,195,yellow
9,108,39,green
229,158,82,orange
47,105,121,blue
210,147,174,pink
109,243,122,green
198,88,132,pink
180,45,63,red
246,213,197,orange
95,25,169,purple
114,187,135,green
194,183,204,purple
161,247,169,green
53,38,75,purple
130,188,243,blue
186,96,246,purple
230,153,161,red
151,233,124,green
181,3,80,pink
89,44,46,red
238,231,232,red
161,247,204,green
184,116,251,purple
116,7,12,red
76,14,139,purple
153,92,136,pink
86,11,21,red
126,100,62,orange
121,21,115,pink
78,58,24,orange
182,212,216,blue
168,93,98,red
187,221,205,green
252,192,233,pink
37,60,65,blue
167,134,158,pink
205,182,172,orange
73,53,75,pink
146,114,69,orange
251,252,207,yellow
185,15,215,pink
141,132,235,blue
56,15,35,pink
45,44,11,yellow
80,85,12,yellow
239,87,112,red
178,191,210,blue
133,207,219,blue
174,143,158,pink
34,17,33,pink
151,122,168,purple
65,55,6,yellow
232,89,194,pink
84,62,33,orange
245,191,168,orange
127,124,72,yellow
28,55,110,blue
166,137,215,purple
81,158,98,green
86,75,46,orange
213,224,241,blue
182,87,43,orange
23,81,181,blue
128,20,79,pink
29,19,37,purple
89,58,34,orange
183,241,204,green
110,183,247,blue
156,131,190,purple
91,26,37,red
139,94,176,purple
71,23,1,orange
26,86,30,green
111,103,22,yellow
166,28,147,pink
121,80,62,orange
141,126,53,yellow
188,21,188,pink
62,29,31,red
24,50,52,blue
218,139,141,red
43,44,7,yellow
99,129,161,blue
202,247,229,green
28,106,125,blue
206,207,180,yellow
44,88,68,green
235,5,193,pink
203,32,233,pink
137,63,202,purple
80,1,33,pink
63,81,243,blue
102,219,114,green
105,97,2,yellow
226,194,177,orange
228,163,58,orange
66,235,167,green
102,226,245,blue
115,107,43,yellow
240,81,232,pink
26,14,47,purple
185,193,233,blue
41,75,27,green
173,20,36,red
121,114,22,yellow
140,32,217,purple
200,79,207,pink
245,25,179,pink
64,127,46,green
12,75,35,green
173,153,189,purple
145,197,153,green
186,232,156,green
214,164,167,red
247,212,240,pink
31,15,29,pink
224,21,139,pink
160,147,34,yellow
27,186,254,blue
178,174,144,yellow
159,141,122,orange
231,90,177,pink
40,41,21,yellow
58,165,18,green
21,68,102,blue
24,61,123,blue
91,95,169,blue
221,119,75,orange
24,28,12,green
45,11,12,red
225,155,237,pink
184,203,174,green
39,160,85,green
133,136,68,yellow
181,44,67,red
83,9,17,red
60,39,104,purple
193,110,47,orange
30,28,11,yellow
29,205,144,green
154,106,125,pink
244,239,195,yellow
253,252,144,yellow
201,190,213,purple
5,8,81,blue
211,214,199,green
171,124,131,red
202,183,43,yellow
40,41,10,yellow
248,201,236,pink
8,109,70,green
237,254,154,green
158,37,239,purple
102,119,235,blue
239,230,231,red
159,114,96,orange
199,177,72,yellow
9,52,11,green
36,15,34,pink
30,169,184,blue
36,23,38,pink
227,114,178,pink
213,161,129,orange
54,33,51,pink
197,194,155,yellow
132,215,245,blue
140,23,37,red
40,40,11,yellow
149,129,177,purple
83,49,84,pink
54,38,2,orange
222,216,206,orange
111,105,37,yellow
144,233,88,green
58,24,78,purple
150,223,165,green
234,252,218,green
51,64,138,blue
34,121,150,blue
232,212,84,yellow
208,153,57,orange
45,37,101,blue
188,125,227,purple
244,67,94,red
8,4,210,blue
248,216,221,red
1,32,50,blue
10,82,77,blue
105,106,78,yellow
85,50,119,purple
212,150,160,red
245,218,163,orange
243,190,194,red
222,156,162,red
237,44,217,pink
238,88,95,red
236,187,162,orange
143,131,61,yellow
142,60,190,purple
34,4,52,purple
110,222,181,green
34,123,9,green
101,80,72,orange
187,247,206,green
30,19,43,purple
235,203,205,red
182,162,195,purple
234,128,137,red
11,18,66,blue
29,29,17,yellow
73,25,164,purple
195,193,131,yellow
125,14,236,purple
89,105,73,green
52,30,67,purple
187,22,173,pink
225,107,115,red
178,224,217,blue
189,137,188,pink
43,38,3,yellow
247,178,146,orange
246,218,243,pink
54,47,28,orange
250,108,20,orange
87,85,51,yellow
8,56,120,blue
205,76,85,red
103,105,18,yellow
64,60,18,yellow
210,45,108,pink
128,51,128,pink
181,211,171,green
56,112,81,green
68,105,81,green
60,74,13,green
26,47,122,blue
200,25,159,pink
224,11,185,pink
45,11,39,pink
223,83,101,red
55,32,47,pink
208,195,218,purple
220,244,215,green
117,50,123,pink
133,234,172,green
137,69,201,purple
104,97,65,yellow
180,175,106,yellow
67,87,168,blue
4,81,143,blue
144,95,242,purple
204,195,147,yellow
126,37,40,red
155,111,114,red
162,142,180,purple
79,75,38,yellow
171,141,99,orange
183,108,135,pink
96,49,11,orange
243,236,221,orange
211,209,192,yellow
163,98,143,pink
63,63,44,yellow
118,246,101,green
211,176,111,orange
250,250,87,yellow
181,130,156,pink
52,48,4,yellow
37,10,92,purple
109,63,151,purple
57,59,22,yellow
207,197,216,purple
93,29,36,red
205,201,152,yellow
62,147,113,green
40,26,16,orange
58,37,4,orange
33,14,47,purple
194,56,113,pink
185,62,14,orange
250,223,46,yellow
46,153,51,green
147,201,204,blue
229,62,68,red
203,201,185,yellow
73,3,73,pink
165,136,126,orange
129,101,70,orange
212,194,186,orange
218,232,23,yellow
58,3,6,red
132,113,6,yellow
86,47,82,pink
192,155,160,red
52,3,54,pink
29,73,56,green
80,53,43,orange
57,254,169,green
67,10,16,red
229,118,135,red
182,149,183,pink
198,171,216,purple
179,61,73,red
223,185,188,red
155,131,175,purple
239,185,230,pink
209,126,10,orange
217,54,75,red
54,7,44,pink
255,214,221,red
223,213,231,purple
232,217,231,pink
207,170,184,pink
228,139,233,pink
32,32,19,yellow
88,243,106,green
126,68,116,pink
217,196,214,pink
36,12,54,purple
167,183,211,blue
143,65,216,purple
49,94,91,blue
151,53,118,pink
248,150,236,pink
94,67,127,purple
133,32,248,purple
165,226,146,green
101,56,27,orange
221,199,255,purple
156,201,196,blue
238,238,140,yellow
186,204,184,green
233,234,210,yellow
0,95,96,blue
96,240,86,green
84,69,99,purple
101,101,159,blue
38,66,31,green
204,250,234,green
223,246,231,green
99,152,87,green
86,98,45,green
90,62,121,purple
141,139,88,yellow
242,145,154,red
60,190,110,green
224,212,194,orange
174,158,204,purple
249,196,169,orange
39,241,113,green
166,8,131,pink
68,34,35,red
92,157,113,green
204,226,197,green
190,151,131,orange
3,90,221,blue
52,30,44,pink
34,20,36,pink
3,165,76,green
91,67,70,red
148,184,194,blue
117,47,198,purple
220,40,67,red
234,52,76,red
224,193,36,yellow
104,142,21,green
43,3,9,red
153,51,61,red
54,143,155,blue
173,121,82,orange
235,66,201,pink
135,142,11,yellow
239,230,225,orange
251,218,222,red
213,122,11,orange
224,191,253,purple
219,159,61,orange
214,154,219,pink
200,206,234,blue
159,142,45,yellow
216,79,187,pink
115,42,183,purple
26,2,44,purple
120,39,196,purple
208,212,110,yellow
203,202,180,yellow
80,73,32,yellow
86,56,60,red
216,151,158,red
137,6,28,red
67,182,87,green
105,145,176,blue
218,175,199,pink
26,91,107,blue
205,197,126,yellow
41,47,174,blue
210,173,174,red
213,208,195,orange
11,208,73,green
236,232,203,yellow
178,169,193,purple
180,213,184,green
229,221,164,yellow
63,157,146,blue
230,5,23,red
75,32,71,pink
207,206,227,blue
153,133,30,yellow
6,70,16,green
2,126,111,blue
201,146,247,purple
210,234,195,green
195,109,253,purple
148,80,231,purple
241,237,198,yellow
178,85,190,pink
245,50,177,pink
215,212,188,yellow
241,234,228,orange
180,45,139,pink
80,91,62,green
231,215,197,orange
167,152,189,purple
8,22,49,blue
85,247,152,green
180,121,75,orange
70,21,168,purple
141,124,171,purple
244,222,82,yellow
201,74,85,red
144,85,216,purple
213,147,118,orange
29,43,37,green
149,9,26,red
145,34,155,pink
163,144,193,purple
89,3,37,pink
30,146,241,blue
227,59,87,red
146,17,122,pink
230,30,60,red
56,21,24,red
190,200,55,yellow
228,233,236,blue
114,31,127,pink
197,99,197,pink
248,213,180,orange
33,22,49,purple
150,91,19,orange
22,7,136,blue
223,215,210,orange
158,133,178,purple
159,25,36,red
157,215,208,blue
242,110,129,red
123,66,4,orange
237,222,228,pink
12,50,121,blue
88,114,44,green
118,55,58,red
63,63,23,yellow
238,240,214,yellow
151,28,40,red
65,112,134,blue
252,196,151,orange
28,62,63,blue
48,75,17,green
122,177,11,green
36,5,29,pink
40,180,19,green
244,232,200,orange
44,25,17,orange
47,93,29,green
244,201,179,orange
186,114,248,purple
163,170,29,yellow
113,10,17,red
179,149,223,purple
101,68,121,purple
7,30,34,blue
120,173,181,blue
80,17,23,red
211,213,124,yellow
66,63,36,yellow
167,110,212,purple
140,75,175,purple
67,81,234,blue
245,159,127,orange
142,133,1,yellow
146,69,17,orange
69,2,4,red
229,195,164,orange
26,91,32,green
39,252,177,green
158,87,93,red
187,233,165,green
52,157,91,green
126,22,103,pink
213,1,12,red
236,232,228,orange
29,6,61,purple
173,114,37,orange
91,31,53,pink
23,81,196,blue
184,181,227,blue
45,116,149,blue
233,219,235,pink
43,8,13,red
19,14,26,purple
83,60,128,purple
224,224,103,yellow
166,112,219,purple
132,2,237,purple
13,50,11,green
254,1,22,red
237,179,140,orange
124,39,120,pink
110,111,150,blue
159,30,99,pink
51,58,71,blue
69,252,127,green
207,208,138,yellow
50,66,16,green
182,17,149,pink
151,120,171,purple
17,86,146,blue
143,10,94,pink
157,251,168,green
181,247,194,green
238,219,240,pink
41,20,67,purple
222,188,125,orange
19,11,29,purple
32,209,16,green
132,134,164,blue
186,209,82,green
102,133,10,green
149,142,101,yellow
202,73,82,red
218,180,243,purple
114,13,20,red
240,5,32,red
91,96,11,yellow
61,104,107,blue
241,231,142,yellow
86,220,198,blue
68,62,239,blue
211,220,86,yellow
130,94,176,purple
100,30,2,orange
166,125,247,purple
101,57,73,pink
234,217,210,orange
6,14,35,blue
225,228,134,yellow
200,201,234,blue
84,140,103,green
144,111,206,purple
250,251,177,yellow
47,131,60,green
252,219,136,orange
131,33,44,red
34,56,221,blue
169,166,117,yellow
86,79,130,blue
195,208,249,blue
63,130,217,blue
78,48,130,purple
241,236,213,yellow
219,206,242,purple
103,254,146,green
110,40,215,purple
217,54,135,pink
18,8,33,purple
56,65,77,blue
150,100,142,pink
81,6,121,purple
232,210,176,orange
184,188,219,blue
128,56,60,red
198,189,93,yellow
171,216,156,green
155,137,179,purple
60,20,87,purple
195,243,211,green
59,3,99,purple
203,175,177,red
108,66,71,red
223,195,249,purple
251,213,219,red
243,214,175,orange
247,152,43,orange
77,136,199,blue
163,117,56,orange
36,204,229,blue
228,73,143,pink
105,167,82,green
56,52,26,yellow
226,114,40,orange
219,172,246,purple
60,7,69,pink
201,141,189,pink
50,16,40,pink
101,10,199,purple
148,150,225,blue
63,95,7,green
83,187,42,green
145,54,61,red
53,9,39,pink
72,23,135,purple
157,72,77,red
162,100,7,orange
56,62,46,green
69,35,3,orange
58,60,228,blue
235,127,233,pink
231,173,85,orange
123,49,252,purple
237,220,239,pink
84,65,59,orange
95,68,71,red
87,185,209,blue
249,159,170,red
231,111,117,red
228,33,55,red
214,205,223,purple
69,7,13,red
230,132,144,red
226,157,161,red
166,245,247,blue
188,87,97,red
150,150,69,yellow
163,25,39,red
133,98,61,orange
197,197,89,yellow
247,29,203,pink
76,179,205,blue
252,207,227,pink
204,241,250,blue
24,103,94,blue
116,83,111,pink
5,72,26,green
170,60,65,red
230,101,15,orange
249,195,118,orange
245,237,5,yellow
102,99,20,yellow
225,51,181,pink
193,168,113,orange
37,13,63,purple
210,70,94,red
42,9,62,purple
236,230,167,yellow
221,204,240,purple
162,87,92,red
216,215,182,yellow
56,123,50,green
66,26,97,purple
237,210,161,orange
75,77,20,yellow
216,221,49,yellow
72,20,118,purple
204,169,244,purple
42,19,28,pink
194,197,155,yellow
158,51,89,pink
222,219,230,purple
191,121,64,orange
246,216,202,orange
5,235,147,green
227,95,101,red
82,47,142,purple
84,156,109,green
167,224,143,green
96,92,57,yellow
196,137,49,orange
57,32,5,orange
242,212,214,red
164,149,76,yellow
37,134,136,blue
41,18,74,purple
134,140,167,blue
155,112,240,purple
83,80,55,yellow
188,178,1,yellow
194,148,199,pink
105,22,31,red
170,168,85,yellow
11,86,30,green
113,65,185,purple
95,81,12,yellow
146,196,217,blue
244,164,216,pink
99,238,161,green
199,250,148,green
253,165,168,red
167,205,189,green
78,8,125,purple
47,4,9,red
253,150,159,red
66,31,57,pink
111,161,94,green
101,11,16,red
31,32,9,yellow
163,124,192,purple
126,123,68,yellow
54,7,38,pink
149,45,60,red
152,175,142,green
202,215,183,green
253,53,156,pink
183,184,142,yellow
97,10,25,red
154,158,46,yellow
164,136,215,purple
100,83,63,orange
91,1,4,red
174,163,189,purple
48,34,42,pink
225,163,169,red
194,36,120,pink
151,105,12,orange
77,20,28,red
113,141,152,blue
106,66,32,orange
95,86,68,orange
157,92,128,pink
191,163,230,purple
17,57,15,green
37,81,95,blue
205,154,249,purple
137,185,126,green
233,217,200,orange
37,254,229,blue
180,243,184,green
43,3,48,pink
110,3,186,purple
243,160,174,red
242,176,183,red
74,43,45,red
190,30,128,pink
60,60,42,yellow
211,195,166,orange
187,192,17,yellow
175,106,164,pink
50,53,184,blue
162,169,30,yellow
94,94,59,yellow
250,215,254,pink
42,29,57,purple
89,45,18,orange
218,221,166,yellow
242,227,229,red
20,35,41,blue
171,43,139,pink
74,7,15,red
113,20,107,pink
13,94,13,green
76,72,31,yellow
254,226,215,orange
230,187,167,orange
164,161,127,yellow
229,56,82,red
141,22,42,red
96,86,1,yellow
65,117,155,blue
164,153,86,yellow
233,191,114,orange
251,211,147,orange
252,171,179,red
212,84,174,pink
63,24,45,pink
229,128,199,pink
117,73,47,orange
215,193,211,pink
112,10,214,purple
32,146,63,green
74,73,43,yellow
92,61,75,pink
68,71,31,yellow
126,70,190,purple
70,45,1,orange
221,185,249,purple
72,15,20,red
226,224,110,yellow
80,33,105,purple
222,201,181,orange
97,80,113,purple
199,165,143,orange
167,107,199,purple
104,40,195,purple
235,225,244,purple
211,115,119,red
230,186,132,orange
219,51,57,red
247,240,202,yellow
93,80,60,orange
58,18,24,red
241,136,140,red
8,56,64,blue
176,178,56,yellow
205,174,126,orange
50,46,16,yellow
165,32,254,purple
99,112,72,green
249,246,119,yellow
24,10,47,purple
225,20,222,pink
168,151,190,purple
224,194,41,yellow
82,126,183,blue
180,243,104,green
132,31,44,red
61,123,101,green
55,75,12,green
125,166,138,green
156,116,79,orange
144,70,24,orange
200,167,179,pink
54,198,217,blue
228,172,124,orange
223,202,226,pink
125,210,252,blue
40,107,159,blue
117,137,209,blue
52,6,122,purple
142,93,120,pink
42,3,68,purple
39,58,44,green
244,230,205,orange
73,76,42,yellow
55,93,92,blue
110,107,43,yellow
246,203,210,red
237,125,198,pink
185,130,110,orange
76,16,19,red
213,182,251,purple
177,57,121,pink
129,86,89,red
102,101,61,yellow
219,178,158,orange
54,252,173,green
48,156,115,green
184,245,210,green
120,176,140,green
114,253,142,green
60,104,109,blue
8,91,94,blue
244,225,243,pink
31,81,52,green
29,93,9,green
216,210,171,yellow
91,11,23,red
138,114,92,orange
78,41,8,orange
238,222,129,yellow
31,14,42,purple
112,61,194,purple
213,152,123,orange
27,90,53,green
200,190,207,purple
180,228,7,green
205,244,222,green
34,22,31,pink
250,107,205,pink
118,86,65,orange
224,231,95,yellow
188,210,240,blue
70,62,42,orange
106,102,47,yellow
254,247,103,yellow
133,29,139,pink
207,207,186,yellow
118,247,89,green
199,82,134,pink
223,7,161,pink
84,55,109,purple
58,21,126,purple
201,166,120,orange
133,239,165,green
195,150,228,purple
109,193,254,blue
213,63,185,pink
230,203,51,yellow
214,209,224,purple
68,3,31,pink
214,176,133,orange
244,1,38,red
91,28,125,purple
209,182,252,purple
188,210,201,green
56,6,142,purple
106,226,118,green
208,104,6,orange
202,99,207,pink
70,18,110,purple
254,72,78,red
219,240,245,blue
38,60,17,green
112,108,81,yellow
125,125,49,yellow
196,175,218,purple
144,116,100,orange
155,49,63,red
220,190,147,orange
189,190,157,yellow
233,22,131,pink
21,10,230,blue
245,235,91,yellow
182,196,201,blue
27,12,29,pink
45,13,89,purple
183,176,98,yellow
38,8,34,pink
164,63,222,purple
91,1,7,red
214,168,197,pink
153,160,209,blue
222,232,225,green
177,101,179,pink
195,127,137,red
221,152,156,red
201,239,52,green
212,99,159,pink
150,181,182,blue
23,64,59,blue
89,76,3,yellow
205,45,69,red
115,173,181,blue
205,159,214,pink
247,75,135,pink
223,201,243,purple
251,193,203,red
177,202,206,blue
39,76,104,blue
254,185,194,red
99,48,9,orange
42,30,57,purple
234,205,230,pink
44,8,99,purple
220,211,233,purple
201,206,44,yellow
152,134,167,purple
223,52,72,red
75,10,82,pink
74,33,37,red
201,105,115,red
85,43,77,pink
47,46,29,yellow
234,220,249,purple
188,78,140,pink
110,63,91,pink
210,147,153,red
155,140,39,yellow
205,177,246,purple
85,12,15,red
19,30,73,blue
102,47,142,purple
229,16,51,red
159,146,181,purple
212,252,231,green
133,63,141,pink
232,234,179,yellow
183,220,217,blue
233,220,222,red
250,189,198,red
55,139,97,green
76,22,162,purple
183,149,181,pink
97,83,66,orange
32,100,99,blue
31,64,23,green
116,74,57,orange
242,222,186,orange
52,52,25,yellow
238,231,221,orange
155,34,52,red
171,120,128,red
172,21,29,red
142,171,250,blue
84,48,156,purple
62,64,91,blue
81,98,210,blue
247,2,35,red
254,251,67,yellow
7,3,58,blue
111,11,21,red
251,157,169,red
39,17,19,red
127,93,182,purple
35,88,62,green
166,43,96,pink
137,57,107,pink
91,73,26,orange
204,113,128,red
62,14,49,pink
217,153,130,orange
241,245,5,yellow
73,50,53,red
229,210,219,pink
248,250,194,yellow
34,40,16,green
155,185,126,green
60,185,129,green
170,210,223,blue
65,42,46,red
68,53,85,purple
244,236,93,yellow
46,20,33,pink
239,215,219,red
213,118,131,red
196,198,47,yellow
250,194,200,red
246,223,225,red
113,20,90,pink
180,178,151,yellow
74,71,48,yellow
139,97,168,purple
170,126,85,orange
42,19,31,pink
153,122,72,orange
83,46,87,pink
97,86,66,orange
163,249,57,green
104,61,107,pink
171,118,224,purple
126,101,32,orange
221,220,239,blue
130,68,238,purple
213,95,52,orange
193,168,26,yellow
73,39,44,red
219,217,242,blue
233,99,112,red
33,89,85,blue
140,147,108,green
86,107,200,blue
192,178,209,purple
121,27,192,purple
187,236,193,green
168,62,21,orange
241,19,30,red
179,181,59,yellow
228,223,236,purple
94,7,156,purple
227,89,204,pink
246,116,133,red
210,254,250,blue
188,164,183,pink
95,155,145,blue
40,26,1,orange
237,201,225,pink
24,5,36,purple
38,19,32,pink
240,240,213,yellow
203,58,70,red
58,59,22,yellow
42,24,31,pink
145,164,243,blue
13,203,6,green
237,94,111,red
93,60,86,pink
240,219,117,yellow
62,24,28,red
25,1,40,purple
25,15,47,purple
162,241,203,green
113,104,61,yellow
210,189,55,yellow
57,40,41,red
175,14,175,pink
213,181,109,orange
59,37,12,orange
105,110,2,yellow
189,194,214,blue
33,13,14,red
243,245,209,yellow
204,208,138,yellow
96,62,63,red
188,98,113,red
200,25,103,pink
131,1,123,pink
117,141,163,blue
213,114,124,red
222,175,182,red
205,178,157,orange
180,142,147,red
227,223,140,yellow
180,178,49,yellow
200,151,171,pink
52,27,75,purple
218,207,134,yellow
222,198,235,purple
151,106,205,purple
85,126,38,green
126,42,125,pink
62,30,43,pink
32,53,13,green
66,244,21,green
240,214,225,pink
41,21,28,pink
150,82,235,purple
189,66,111,pink
223,205,221,pink
104,8,16,red
230,193,196,red
162,151,26,yellow
