red,green,blue,label
43,49,17,green
201,49,74,red
247,208,161,orange
30,96,107,blue
102,147,143,blue
242,166,212,pink
131,81,169,purple
54,14,57,pink
250,153,159,red
68,80,162,blue
162,26,99,pink
194,153,158,red
221,198,182,orange
240,117,123,red
252,175,34,orange
208,154,160,red
49,47,127,blue
206,75,94,red
212,215,147,yellow
173,144,147,red
176,84,96,red
32,41,207,blue
156,242,232,blue
13,49,32,green
4,4,36,blue
239,169,57,orange
149,65,128,pink
195,185,136,yellow
187,83,48,orange
71,44,88,purple
24,53,8,green
139,132,215,blue
246,132,141,red
81,77,57,yellow
201,180,126,orange
198,47,54,red
191,212,191,green
252,217,120,orange
104,157,6,green
137,36,40,red
137,32,203,purple
171,156,186,purple
166,104,127,pink
147,62,16,orange
51,102,41,green
79,130,128,blue
53,39,53,pink
213,190,204,pink
152,250,82,green
153,40,246,purple
75,10,77,pink
156,78,212,purple
44,4,113,purple
105,209,35,green
150,60,148,pink
14,19,37,blue
203,197,16,yellow
229,235,229,green
75,62,91,purple
134,75,77,red
111,105,52,yellow
131,133,71,yellow
228,216,218,red
114,166,110,green
31,236,9,green
82,136,78,green
19,155,160,blue
93,162,153,blue
186,171,59,yellow
231,116,194,pink
234,159,203,pink
21,173,244,blue
106,1,19,red
170,254,199,green
56,42,65,purple
129,54,221,purple
233,211,230,pink
85,72,97,purple
34,16,35,pink
54,48,17,yellow
183,158,183,pink
131,187,27,green
230,220,214,orange
223,228,210,green
216,19,45,red
7,49,32,green
86,251,130,green
165,116,226,purple
239,206,189,orange
26,11,50,purple
33,49,41,green
164,195,214,blue
69,133,150,blue
91,59,11,orange
231,208,209,red
179,126,237,purple
200,242,161,green
234,234,97,yellow
221,161,115,orange
125,141,207,blue
8,58,37,green
156,111,43,orange
83,69,95,purple
125,44,246,purple
19,129,14,green
131,124,42,yellow
111,6,96,pink
111,86,129,purple
135,79,101,pink
181,138,245,purple
99,50,154,purple
215,167,169,red
170,114,207,purple
39,46,241,blue
189,202,170,green
51,26,81,purple
165,153,24,yellow
106,109,29,yellow
100,87,12,yellow
78,24,29,red
169,174,229,blue
56,45,35,orange
233,12,126,pink
174,25,112,pink
125,118,44,yellow
23,61,64,blue
44,21,91,purple
2,26,38,blue
68,38,95,purple
153,164,199,blue
124,167,32,green
183,112,245,purple
149,119,187,purple
180,156,222,purple
3,201,184,blue
71,162,215,blue
42,22,59,purple
42,94,106,blue
17,75,21,green
30,56,55,blue
233,226,170,yellow
133,81,86,red
239,215,216,red
247,222,240,pink
231,203,207,red
181,215,247,blue
24,93,57,green
40,29,21,orange
78,59,29,orange
144,95,200,purple
207,60,221,pink
169,120,71,orange
208,182,246,purple
212,155,212,pink
173,72,82,red
212,75,231,pink
211,158,214,pink
4,72,69,blue
123,40,175,purple
172,61,17,orange
191,97,245,purple
199,220,143,green
78,48,9,orange
252,49,194,pink
115,119,156,blue
165,102,74,orange
173,198,204,blue
119,187,145,green
12,56,64,blue
165,167,68,yellow
201,172,8,yellow
239,237,220,yellow
243,233,206,orange
91,138,154,blue
13,110,14,green
1,156,233,blue
103,142,125,green
91,245,137,green
65,11,153,purple
178,201,156,green
64,62,204,blue
217,109,167,pink
6,130,219,blue
49,2,29,pink
113,111,174,blue
166,28,42,red
248,216,160,orange
31,20,25,pink
175,126,221,purple
65,134,19,green
230,225,234,purple
217,211,227,purple
117,120,69,yellow
115,37,233,purple
186,242,201,green
219,15,29,red
66,37,86,purple
245,102,159,pink
193,148,118,orange
212,218,200,green
194,187,148,yellow
245,220,193,orange
38,27,60,purple
206,185,171,orange
129,50,53,red
2,65,39,green
185,156,201,purple
13,38,104,blue
56,97,77,green
73,62,39,orange
227,192,196,red
228,207,165,orange
73,253,100,green
232,252,192,green
124,65,120,pink
16,126,46,green
231,205,249,purple
141,141,83,yellow
198,245,122,green
209,158,162,red
121,220,101,green
164,77,239,purple
42,9,13,red
208,70,221,pink
132,75,31,orange
242,233,54,yellow
249,16,47,red
242,244,138,yellow
230,209,211,red
148,145,51,yellow
254,184,253,pink
41,19,58,purple
67,45,14,orange
242,239,228,yellow
182,214,174,green
225,254,215,green
252,232,197,orange
35,44,52,blue
190,167,236,purple
254,82,102,red
127,68,36,orange
233,150,154,red
110,58,97,pink
250,209,214,red
121,151,114,green
175,157,146,orange
233,201,253,purple
183,126,11,orange
37,35,4,yellow
78,16,193,purple
238,235,210,yellow
79,67,101,purple
192,171,196,pink
25,41,62,blue
199,224,213,green
25,41,26,green
233,232,221,yellow
238,181,68,orange
71,118,40,green
136,216,160,green
110,212,210,blue
55,72,119,blue
254,244,103,yellow
214,240,217,green
179,137,172,pink
155,153,70,yellow
204,245,215,green
220,137,143,red
253,168,94,orange
36,25,133,blue
116,62,69,red
65,60,16,yellow
31,21,14,orange
60,50,72,purple
235,235,224,yellow
208,113,117,red
205,210,188,green
127,125,52,yellow
133,50,111,pink
186,79,95,red
28,33,23,green
211,39,59,red
230,153,164,red
27,18,14,orange
239,233,230,orange
231,217,219,red
204,142,62,orange
224,148,26,orange
215,203,226,purple
216,238,175,green
218,123,88,orange
173,171,144,yellow
182,188,210,blue
241,116,212,pink
207,171,155,orange
137,128,47,yellow
44,137,1,green
34,14,52,purple
3,73,3,green
168,108,208,purple
164,96,99,red
201,234,253,blue
229,192,252,purple
38,37,126,blue
89,24,123,purple
46,10,97,purple
130,228,108,green
133,249,145,green
198,125,247,purple
77,78,34,yellow
116,233,7,green
184,246,172,green
28,69,135,blue
181,155,157,red
162,123,167,pink
84,54,73,pink
135,69,98,pink
152,104,248,purple
174,146,126,orange
74,77,20,yellow
240,232,158,yellow
126,1,89,pink
239,136,46,orange
137,193,215,blue
134,109,162,purple
189,25,204,pink
64,8,120,purple
236,169,121,orange
201,178,135,orange
240,221,208,orange
12,34,33,blue
63,38,109,purple
120,22,177,purple
32,26,8,orange
122,37,212,purple
221,221,85,yellow
99,32,157,purple
49,61,0,green
94,13,82,pink
62,46,53,pink
64,2,35,pink
254,210,254,pink
125,33,41,red
197,193,89,yellow
183,177,138,yellow
215,185,218,pink
205,177,189,pink
87,65,104,purple
191,181,207,purple
133,214,157,green
129,28,141,pink
244,103,120,red
194,81,96,red
220,208,46,yellow
131,78,162,purple
157,63,127,pink
175,197,182,green
78,58,95,purple
240,224,227,red
63,134,9,green
54,42,33,orange
230,219,250,purple
219,87,142,pink
130,118,219,blue
250,173,228,pink
85,55,144,purple
207,245,138,green
189,175,213,purple
178,87,56,orange
231,235,102,yellow
63,1,162,purple
127,184,131,green
233,234,189,yellow
230,209,188,orange
113,25,31,red
172,148,199,purple
41,20,22,red
98,89,65,orange
133,35,109,pink
254,223,185,orange
239,225,78,yellow
128,25,32,red
67,81,96,blue
138,204,142,green
133,87,71,orange
251,240,86,yellow
208,189,179,orange
229,110,42,orange
160,65,34,orange
252,146,160,red
184,213,180,green
171,221,85,green
40,119,63,green
86,104,194,blue
223,83,186,pink
76,58,90,purple
224,189,113,orange
77,249,189,green
168,71,179,pink
206,208,144,yellow
221,141,150,red
155,124,70,orange
239,204,185,orange
205,142,145,red
6,29,234,blue
39,114,29,green
243,220,206,orange
67,20,128,purple
143,212,64,green
216,251,254,blue
73,110,197,blue
37,35,24,yellow
57,35,37,red
58,96,36,green
220,224,239,blue
130,186,206,blue
66,10,164,purple
232,221,196,orange
40,6,27,pink
212,242,242,blue
19,38,21,green
234,190,174,orange
48,8,33,pink
51,30,21,orange
58,20,87,purple
72,58,40,orange
93,114,34,green
120,208,83,green
87,87,51,yellow
162,207,79,green
185,126,185,pink
43,33,54,purple
156,221,169,green
177,154,37,yellow
71,30,107,purple
89,136,107,green
105,74,53,orange
208,169,138,orange
201,13,91,pink
158,99,31,orange
43,19,73,purple
184,87,46,orange
63,41,76,purple
156,144,223,blue
165,153,189,purple
210,40,119,pink
193,196,8,yellow
252,153,120,orange
171,177,237,blue
106,236,184,green
111,2,109,pink
213,213,225,blue
237,229,222,orange
7,54,31,green
2,23,182,blue
93,40,68,pink
93,96,62,yellow
182,12,34,red
136,118,27,yellow
227,135,104,orange
60,254,11,green
155,121,54,orange
179,81,91,red
117,10,17,red
48,167,27,green
68,49,52,red
67,206,214,blue
94,69,71,red
55,22,23,red
103,109,158,blue
103,104,75,yellow
250,209,212,red
35,27,50,purple
240,231,188,yellow
230,232,115,yellow
49,51,94,blue
6,96,65,green
83,34,41,red
236,192,236,pink
54,65,73,blue
238,227,211,orange
208,109,120,red
184,66,164,pink
194,169,234,purple
158,236,141,green
233,225,221,orange
222,218,125,yellow
148,224,113,green
114,2,120,pink
36,18,49,purple
103,29,39,red
32,2,49,purple
171,115,181,pink
183,113,118,red
219,210,163,yellow
135,29,32,red
155,129,70,orange
224,244,179,green
246,177,185,red
78,119,34,green
176,90,226,purple
206,151,158,red
117,191,240,blue
237,100,209,pink
128,234,153,green
225,137,152,red
5,8,51,blue
101,68,156,purple
141,108,78,orange
42,141,95,green
253,168,94,orange
200,203,16,yellow
112,176,3,green
118,85,139,purple
210,215,127,yellow
173,89,238,purple
1,198,37,green
62,36,96,purple
125,92,178,purple
176,137,74,orange
99,55,18,orange
92,25,73,pink
126,98,167,purple
116,35,123,pink
253,104,109,red
210,182,193,pink
57,9,134,purple
109,81,148,purple
237,207,220,pink
180,126,134,red
225,205,239,purple
23,53,29,green
218,218,185,yellow
135,47,228,purple
192,164,198,pink
241,162,174,red
154,157,229,blue
152,64,31,orange
31,173,152,blue
105,4,164,purple
179,227,145,green
18,94,8,green
77,42,15,orange
31,20,30,pink
28,25,17,orange
207,161,242,purple
64,23,47,pink
164,187,188,blue
148,76,80,red
2,105,12,green
28,13,23,pink
157,26,244,purple
52,30,43,pink
170,181,140,green
189,195,209,blue
187,22,110,pink
9,121,165,blue
200,194,245,blue
234,52,203,pink
212,161,242,purple
229,174,154,orange
151,208,211,blue
187,159,239,purple
240,173,184,red
217,189,219,pink
134,117,80,orange
246,162,172,red
47,43,9,yellow
75,130,64,green
204,205,255,blue
151,43,90,pink
255,214,235,pink
41,59,91,blue
131,95,171,purple
237,7,34,red
207,202,114,yellow
148,28,217,purple
252,247,212,yellow
60,58,12,yellow
190,167,137,orange
228,180,181,red
29,45,103,blue
184,132,172,pink
39,25,46,purple
79,28,77,pink
214,179,202,pink
30,220,119,green
194,194,81,yellow
96,196,33,green
78,18,25,red
136,242,120,green
253,93,101,red
185,9,20,red
223,164,67,orange
223,246,111,green
235,232,189,yellow
22,35,49,blue
155,39,47,red
207,170,187,pink
29,18,145,blue
252,202,210,red
114,243,179,green
155,95,100,red
168,176,215,blue
238,241,142,yellow
206,44,60,red
151,131,190,purple
137,110,166,purple
54,155,105,green
31,242,24,green
17,85,95,blue
211,80,29,orange
82,15,25,red
224,209,215,pink
54,27,46,pink
74,33,37,red
231,131,169,pink
195,162,116,orange
78,8,140,purple
222,193,124,orange
233,172,149,orange
98,48,9,orange
231,208,166,orange
150,157,253,blue
64,61,33,yellow
239,172,118,orange
83,215,51,green
211,136,171,pink
217,220,30,yellow
63,7,105,purple
209,46,174,pink
207,92,42,orange
50,19,73,purple
204,204,240,blue
55,16,80,purple
65,27,29,red
180,209,169,green
211,192,200,pink
199,191,35,yellow
132,33,237,purple
205,215,55,yellow
215,199,172,orange
110,38,41,red
49,23,46,pink
201,161,74,orange
207,166,150,orange
21,94,97,blue
253,253,155,yellow
206,186,9,yellow
189,112,121,red
185,163,55,yellow
226,80,136,pink
156,115,116,red
29,84,140,blue
115,174,206,blue
171,213,108,green
107,67,94,pink
19,154,98,green
221,209,202,orange
240,36,206,pink
171,105,110,red
24,93,26,green
58,34,35,red
92,35,66,pink
215,218,113,yellow
30,10,51,purple
69,27,100,purple
13,33,17,green
87,193,103,green
83,80,55,yellow
152,220,169,green
2,186,242,blue
119,212,124,green
211,201,177,orange
124,114,49,yellow
113,71,99,pink
40,25,62,purple
135,97,79,orange
44,58,18,green
29,43,43,blue
3,30,38,blue
228,94,105,red
84,58,89,pink
195,168,235,purple
202,206,9,yellow
53,20,9,orange
253,247,190,yellow
37,152,48,green
11,71,68,blue
3,140,44,green
213,154,134,orange
102,23,176,purple
61,5,7,red
222,235,219,green
68,83,50,green
200,205,121,yellow
81,180,200,blue
185,14,22,red
208,40,220,pink
98,50,58,red
224,153,103,orange
177,118,93,orange
10,219,17,green
207,201,217,purple
90,44,165,purple
30,75,6,green
31,12,69,purple
88,19,26,red
133,211,239,blue
149,168,203,blue
53,140,33,green
89,72,33,orange
32,14,17,red
219,133,169,pink
34,7,8,red
189,188,132,yellow
189,111,66,orange
248,221,248,pink
103,68,14,orange
46,15,18,red
224,219,189,yellow
236,24,233,pink
99,18,32,red
14,60,11,green
103,145,188,blue
75,6,70,pink
33,34,54,blue
32,14,14,red
211,230,238,blue
182,183,210,blue
197,135,141,red
184,101,111,red
32,82,101,blue
38,84,53,green
186,115,148,pink
196,166,18,yellow
144,205,142,green
13,242,13,green
76,21,25,red
221,221,187,yellow
106,27,64,pink
83,61,108,purple
246,239,40,yellow
76,45,93,purple
209,174,122,orange
238,239,210,yellow
161,82,12,orange
191,192,109,yellow
50,9,52,pink
251,219,221,red
168,131,107,orange
201,113,59,orange
252,156,233,pink
62,79,33,green
106,9,108,pink
102,90,10,yellow
27,14,25,pink
178,157,205,purple
41,15,32,pink
79,46,82,pink
94,4,154,purple
9,86,211,blue
232,218,196,orange
30,113,48,green
233,170,176,red
79,67,59,orange
192,193,159,yellow
166,137,209,purple
163,136,102,orange
251,101,178,pink
5,101,179,blue
159,105,221,purple
52,52,9,yellow
225,242,197,green
159,56,4,orange
135,131,190,blue
154,150,55,yellow
181,125,212,purple
48,182,213,blue
102,75,15,orange
210,193,182,orange
77,159,168,blue
22,116,105,blue
246,240,188,yellow
110,78,98,pink
246,70,96,red
128,165,59,green
224,215,239,purple
211,197,236,purple
42,14,18,red
135,49,63,red
80,107,20,green
186,74,126,pink
252,176,136,orange
68,106,74,green
223,242,186,green
146,192,227,blue
250,254,205,yellow
45,1,30,pink
38,33,3,yellow
186,204,158,green
212,178,110,orange
142,116,175,purple
75,45,103,purple
120,221,136,green
196,64,128,pink
72,25,29,red
208,189,191,red
205,166,226,purple
174,41,45,red
81,29,129,purple
231,191,171,orange
253,248,191,yellow
28,28,18,yellow
118,214,163,green
92,40,47,red
121,22,117,pink
150,105,206,purple
134,122,45,yellow
85,63,75,pink
252,121,188,pink
20,29,31,blue
194,36,41,red
61,26,61,pink
63,37,95,purple
218,200,214,pink
91,42,11,orange
235,193,209,pink
162,160,63,yellow
215,206,183,orange
222,209,201,orange
81,142,67,green
54,54,252,blue
39,30,6,orange
241,238,208,yellow
241,208,241,pink
20,113,107,blue
83,17,120,purple
180,116,125,red
2,90,37,green
153,143,174,purple
133,160,100,green
59,43,28,orange
232,252,192,green
42,4,8,red
165,95,128,pink
98,170,228,blue
112,56,91,pink
13,61,6,green
217,219,227,blue
240,71,82,red
233,181,129,orange
222,156,2,orange
214,247,115,green
77,63,30,orange
244,138,152,red
35,23,59,purple
217,195,166,orange
147,205,185,green
130,150,64,green
208,169,229,purple
189,186,158,yellow
142,73,41,orange
6,39,2,green
184,66,70,red
164,4,15,red
63,119,157,blue
238,244,113,yellow
123,4,20,red
248,201,206,red
205,254,215,green
2,8,44,blue
122,36,43,red
27,47,14,green
68,9,14,red
20,93,82,blue
193,143,68,orange
193,171,6,yellow
161,132,189,purple
8,56,58,blue
124,196,244,blue
201,69,190,pink
180,109,4,orange
74,232,124,green
238,133,89,orange
76,122,16,green
247,242,74,yellow
27,14,37,purple
121,121,62,yellow
20,20,36,blue
252,151,191,pink
204,156,62,orange
244,186,159,orange
214,212,199,yellow
111,116,42,yellow
224,6,35,red
217,252,251,blue
107,29,109,pink
250,199,230,pink
78,66,184,blue
228,88,102,red
105,7,102,pink
195,40,58,red
165,18,26,red
108,167,114,green
210,75,201,pink
33,13,16,red
17,52,15,green
119,87,168,purple
231,207,209,red
168,163,21,yellow
246,193,197,red
215,204,132,yellow
35,22,30,pink
160,106,140,pink
185,104,232,purple
241,247,222,green
104,138,56,green
2,162,76,green
134,44,14,orange
38,68,34,green
184,171,207,purple
8,196,130,green
250,143,150,red
252,252,166,yellow
145,105,108,red
136,113,89,orange
56,31,33,red
85,34,114,purple
177,162,145,orange
81,69,1,yellow
151,243,145,green
92,40,129,purple
103,136,1,green
81,57,69,pink
35,6,9,red
191,150,130,orange
211,183,230,purple
151,11,173,pink
114,40,9,orange
92,72,31,orange
65,2,6,red
193,185,123,yellow
98,134,223,blue
192,210,157,green
253,246,191,yellow
249,200,238,pink
228,103,182,pink
227,114,197,pink
57,35,39,red
93,6,254,purple
252,238,166,yellow
233,238,114,yellow
207,162,246,purple
196,180,84,yellow
82,36,4,orange
135,215,237,blue
95,117,227,blue
9,185,23,green
48,69,51,green
160,193,217,blue
71,68,51,yellow
63,61,19,yellow
59,6,60,pink
241,229,172,yellow
250,247,184,yellow
211,161,181,pink
16,28,13,green
188,214,215,blue
2,45,0,green
3,129,41,green
229,206,164,orange
188,161,103,orange
102,92,15,yellow
194,195,157,yellow
142,235,162,green
170,171,140,yellow
10,37,240,blue
194,66,83,red
252,146,155,red
178,123,125,red
155,138,173,purple
62,10,18,red
39,59,79,blue
55,75,108,blue
202,191,129,yellow
114,14,180,purple
228,226,211,yellow
245,143,157,red
254,165,124,orange
251,233,203,orange
219,193,236,purple
50,42,90,blue
176,160,187,purple
249,57,134,pink
202,180,202,pink
55,41,66,purple
85,84,12,yellow
107,56,79,pink
228,195,198,red
134,14,88,pink
81,122,245,blue
121,114,42,yellow
250,221,163,orange
201,141,196,pink
200,218,211,green
200,184,219,purple
178,60,6,orange
213,250,204,green
7,59,65,blue
19,11,35,purple
45,26,81,purple
196,216,156,green
126,174,190,blue
234,186,139,orange
180,179,116,yellow
70,56,27,orange
24,24,17,yellow
243,155,165,red
70,7,187,purple
89,50,8,orange
189,177,97,yellow
74,101,42,green
143,61,92,pink
35,11,70,purple
106,37,102,pink
95,59,99,pink
60,37,59,pink
129,99,146,purple
31,11,71,purple
29,144,104,green
246,85,198,pink
67,174,203,blue
192,110,201,pink
181,48,101,pink
189,143,145,red
82,10,17,red
247,151,236,pink
198,170,233,purple
46,55,76,blue
218,187,160,orange
241,241,167,yellow
235,174,152,orange
201,125,84,orange
131,68,73,red
223,217,231,purple
48,45,13,yellow
211,205,85,yellow
118,120,173,blue
177,178,128,yellow
216,195,176,orange
102,66,68,red
59,7,54,pink
157,47,56,red
236,216,248,purple
220,219,167,yellow
236,221,213,orange
159,164,219,blue
31,57,29,green
63,53,34,orange
158,107,114,red
134,25,230,purple
232,89,110,red
72,52,249,blue
31,31,14,yellow
97,10,80,pink
22,79,202,blue
20,148,95,green
37,36,51,blue
85,57,27,orange
228,213,185,orange
62,87,61,green
26,22,15,orange
168,174,10,yellow
19,118,64,green
170,171,135,yellow
176,120,125,red
157,147,12,yellow
159,120,232,purple
217,179,250,purple
30,16,22,pink
77,60,98,purple
103,14,22,red
232,215,202,orange
68,31,4,orange
38,181,84,green
23,9,37,purple
227,227,186,yellow
156,119,124,red
233,198,129,orange
238,171,89,orange
33,56,16,green
126,78,82,red
211,29,159,pink
222,227,135,yellow
212,10,235,pink
188,187,164,yellow
73,74,13,yellow
48,42,60,purple
82,10,18,red
172,168,250,blue
217,214,196,yellow
121,64,165,purple
97,25,36,red
40,6,9,red
102,76,118,purple
97,68,56,orange
34,43,18,green
241,242,222,yellow
208,241,240,blue
202,233,242,blue
81,146,79,green
168,5,24,red
240,240,127,yellow
116,90,140,purple
149,208,201,blue
67,47,4,orange
234,229,240,purple
104,98,54,yellow
112,35,96,pink
45,108,159,blue
200,153,250,purple
69,23,28,red
50,77,63,green
179,171,242,blue
232,109,228,pink
235,55,229,pink
216,177,180,red
108,55,61,red
66,4,108,purple
229,123,134,red
224,232,240,blue
181,13,21,red
243,209,43,yellow
37,87,106,blue
197,37,218,pink
72,15,60,pink
161,156,104,yellow
30,16,28,pink
214,220,101,yellow
88,25,86,pink
179,131,231,purple
251,150,9,orange
59,94,69,green
37,3,6,red
222,221,171,yellow
229,82,94,red
128,25,184,purple
56,63,92,blue
206,90,107,red
133,121,30,yellow
229,202,179,orange
231,232,176,yellow
233,207,175,orange
218,139,193,pink
218,144,88,orange
29,88,114,blue
83,36,138,purple
95,58,92,pink
213,16,181,pink
210,201,132,yellow
254,195,198,red
162,42,58,red
28,64,39,green
173,135,242,purple
50,108,25,green
27,148,161,blue
254,118,136,red
199,26,132,pink
93,29,195,purple
251,9,25,red
210,240,199,green
212,196,198,red
13,38,18,green
160,11,168,pink
206,100,112,red
160,150,59,yellow
150,19,132,pink
123,90,61,orange
193,209,210,blue
78,7,116,purple
192,185,53,yellow
213,226,226,blue
193,10,230,pink
244,225,242,pink
245,224,245,pink
237,161,126,orange
241,136,150,red
184,245,185,green
123,157,163,blue
183,143,147,red
245,117,168,pink
176,74,191,pink
4,75,78,blue
189,222,235,blue
40,3,99,purple
87,99,234,blue
24,4,47,purple
172,93,126,pink
194,158,142,orange
225,102,161,pink
57,9,42,pink
106,95,211,blue
70,23,74,pink
54,53,23,yellow
16,45,127,blue
94,13,70,pink
69,66,49,yellow
245,173,245,pink
95,92,53,yellow
58,105,58,green
170,149,110,orange
178,6,31,red
136,92,163,purple
239,98,173,pink
158,240,184,green
216,121,129,red
213,42,62,red
8,38,53,blue
67,7,116,purple
70,72,35,yellow
135,164,61,green
19,27,42,blue
239,229,240,pink
192,215,222,blue
44,109,98,blue
92,116,57,green
3,99,150,blue
170,197,203,blue
250,219,223,red
242,38,164,pink
245,209,117,orange
127,44,221,purple
130,23,105,pink
249,251,178,yellow
19,221,66,green
174,50,63,red
74,2,6,red
87,10,14,red
44,8,48,pink
118,92,50,orange
51,64,33,green
250,252,89,yellow
107,209,170,green
219,210,128,yellow
239,242,80,yellow
31,66,32,green
124,82,183,purple
96,111,251,blue
23,13,33,purple
166,58,67,red
157,220,9,green
193,193,154,yellow
230,30,53,red
154,57,239,purple
203,207,150,yellow
238,172,246,pink
222,242,227,green
143,72,229,purple
232,239,87,yellow
165,212,193,green
41,10,13,red
88,29,62,pink
226,209,245,purple
234,214,224,pink
36,62,9,green
236,235,228,yellow
227,226,186,yellow
